translation,selected_choice
影森森铺出我棋局中的清欢。,影侵棋局助清欢
华堂中开辟一块洁净的地域。,华堂开净域
为筹集明天的生活费用做好准备。,又作全家明日谋
微风吹过，好似觉得酣酒已经醒了一半。,微风酒半醒
一夜愁思，湘君也应多了白发。,一夜湘君白发多
红手帕都让她的眼泪湿透了。,红巾拭泪生氤氲
九月九日又重阳，登高望远，天空万里无云。,九日天气清，登高无秋云。
唯有锦瑟横躺长存。,锦瑟长于人
重新有我们在那里畅饮开怀？,重有金樽开
大家聚集在一起共同庆祝新年的到来，笑语喧哗，十分热闹，红岩村的年青同志送来梅花，更增添了节日气氛。,共庆新年笑语哗，红岩士女赠梅花。
收点粮食过一年。,持用穷岁年
蟋蟀鸣声却阵阵传入罗幕。,蛩声入罗幕
但终究还是缺乏光彩耀天的才华。,终乏掞天才
种田的人民整天都闲不下来。,田家日不闲
从绣饰华美的帐子里惊醒。,九华帐里梦魂惊
晁卿如同明月沉大海一去不返。,明月不归沉碧海
习池的风景已与当年不同了，不再有那种清幽之美。,习池风景异
早晚更楼上。,旦夕更楼上
人生一世能有几回开怀大笑。,一生大笑能几回
拾起殿前的桂花，花瓣带着露珠更显湿润。,殿前拾得露华新
我有去处来报答春光的盛意。,报答春光知有处
近来江水混着鲜血争先向东流。,近来长共血争流
人们说，那太阳落山的地方就是天涯。,人言落日是天涯
休要推辞这杯酒，辜负十分诚挚劝酒的心意。,莫辞盏酒十分劝
新香火覆照去年香灰。,香覆经年火
修长的竹枝早早迎接着秋风。,长簟迎风早
簇聚的山峰上堆着翠微。,攒峰叠翠微
斜倚和煦的春风，咯咯地笑个不休。,斜倚春风笑不休
诸葛亮未显达之时，是谁对他最为赞许呢，就是博陵的崔州平。,何人先见许，但有崔州平。
它以目光为日月，张目就是白昼而闭目就是黑夜。,光曜犹旦开
野菊的微香四处飘散，花上的秋露似泪珠点点。,微香冉冉泪涓涓
寂寥的幽境仿佛是世外桃源。,寥寥人境外
乘机崛起的军阀割据势力日日夜夜争斗不休。,龙虎斗朝昏
与鲁国的孔子多么相似。,何似鲁仲尼
他不识金弹的贵重，把它弹落在林子里不知道收回，倒翩翩中意起井上的辘轳架来了，对它偏有几分爱惜，真无知啊。,不收金弹抛林外，却惜银床在井头。
住在郊野很少与人结交往来。,野外罕人事
北边的小洲随波荡漾。,北渚既荡漾
当年由金光门这条路，去投奔凤翔。,此道昔归顺
姜太公在渭水边钓鱼。,太公渭川水
横江欲渡风波十分险恶。,横江欲渡风波恶
怀抱这时代文化毫不显露。,遵养晦时文
秋露浓浓，让人感到无限落寞。,白露凋华滋
到思念的潇湘之地做那不同于屈原的渔父来钓鱼在江流。,潇湘钓漫流
白雁身上雨水未干，翅膀变得沉重，不得不低空飞行。,翅低白雁飞仍重
子女身上流着父母的血。,泪血溶入儿女身
吴王也赞许你像颜回一样贤良。,王许回也贤
我用绿绮琴弹指奏起：紫鸳鸯。,风吹绿琴去
树枝中蜂拥蝶舞花将落。,树头蜂抱花须落
太阳落山后就意味着新的一年将到来。,欹午又明年
墓顶上镶着大珍珠，象征日月和金木水火土五星。,星辰七曜隔
砚台中的墨汁好像发出了野外泉水的叮咚声。,野泉声入砚池中
面对歧路便痛哭流涕！,临歧泪滂沱
应该是不可战胜的，坚贞不屈与敌战斗到底的意志决不会改变。,坚贞谅不移
秦王一天天暴虐无道。,秦王日无道
连附近的小黄山也愁白了头。,黄山堪白头
大概是前面山上春花又盛开。,应是前山花已开
纵然他人对我疏又远。,他人纵以疏
你统兵捍卫吴越之地。,统兵捍吴越
现出繁华的城邑万户千家。,郡邑千万家
想起那么多的官员迎接英宗回来，场面如此隆重，人是那么多。,却忆千官迎驾初，千乘万骑下皇都；
惆帐且回东斋独眠。,惆怅东斋眠
客卿幕僚和所交往的人你都能礼贤下士。,客幙雅游皆置榻
远远眺望海天相隔的万里家乡。,极目海天家万里
昔日疆场的雄姿豪气，都宛如梦中。,畴昔雄豪如梦里
希望它让正直的人士大快心意。,愿快直士心
推敲《尧典》《舜典》的古奥文字。,点窜尧典舜典字
食品基本都是邻居的洗衣的老妇女供给。,饥从漂母食
战马到处，踏着入侵之敌的血迹，旗杆上悬挂着敌国君主的头颅。,马蹀阏氏血，旗袅可汗头。
清晨时离开杞国，刮着微微的北风。,旦辞杞国风微北
于是我同寺中的老僧吃完饭。,因从老僧饭
闲散无事少应承。,慵疏寡将迎
国君若失去了贤臣的辅佐，就会像神龙化之为凡鱼。,君失臣兮龙为鱼
处处青松连青松。,素色峨峨千万重
只有远望遥遥长安故园。,唯有乡园处
哪里会有汉廷的急诏，把你提前召回。,汉廷急诏谁先入
却只能脉脉相视无缘攀谈。,脉脉不得语
宁可马上死去魂魄离散。,宁溘死以流亡兮
放牧的人驱赶着牛群回家。,牧人驱犊返
听说此处的骏马群中。,闻说真龙种
在色彩华丽的灯光里，夫妻举办芳宴玩乐庆祝。,锦里开芳宴
听说三梁冠帽子的衬里用竹做成。,三梁曾入用
使得枝条上一朵又一朵的梅花花萼泛着斑斑点点的雪花在阳光照射下闪着晶莹的光采。,小萼点珠光
虽然她明知犯刑如履虎尾。,犯刑若履虎
买丝线绣一幅怜才爱士的平原君。,买丝绣作平原君
有幸来到这里免去了官场的谋求。,幸此息营营
东风吹来，不见百花绽放，寂寥空空，心中失落无比，只知百花闭锁进豪门深府。,惆怅东风无处说，不教闲地著春华。
这遥远的行程已不知该奔向何处。,歇马傍春草
邻船有人来借火种，荒野的神祠，总有人在祈求顺风。,邻舫有时来乞火，丛祠无处不祈风。
就像那冲天剑气夜夜放射出夺目的光芒！,插天剑气夜光芒
仰望天空，北斗星横斜着分外光明。,星斗阑干分外明
有鹦鹉飞到其它山栖息。,有鹦鹉飞集他山
我像赤龙奔腾放纵，疯狂地拨动你的琴弦。,赤鳞狂舞拨湘弦
严君平占卜张骞乘槎上天。,仙人占斗客槎轻
凄惨的寒风吹打着塞外的几株歪斜的柳树。,惨惨阴风塞柳斜
得力的将官有、武、古、通，仪曹外郎任书记随军出征。,愬武古通作牙爪，仪曹外郎载笔随。
只恐贤明的君主顾也不肯一顾。,多恐君王不忍看
又何必在夕阳西下时去争那些许的光辉呢？,何争西飞匿
山岩积雪融化后的流水，却又结成寒冰。,岩水铺来却结冰
我疑心这是崆峒山从水上飘来。,疑是崆峒来
在此时此刻，谁能推辞酩酊一醉。,谁能辞酩酊
还是不要登上那高高的都梁山向北眺望，以免使我更伤心。,莫上都梁第一山
那小牧童横骑在牛背上，缓缓地把家还。,牧童归去横牛背
等你归来，我们相聚泰山上。,归来泰山上
你可别学那个很会吹笙的王子晋，一遇到神仙浮丘公就一去不还，我还想见你呢！,莫学吹笙王子晋，一遇浮丘断不还。
大赦文书一日万里传四方。,赦书一日行万里
人们系舟江浜之时，千帆万樯排列得高下参差，令人目不暇接。,帆樯高下乱维舟
儿子长大了能读诗书，女儿能干勤纺丝麻。,儿大诗书女丝麻
与吐蕃接壤的白雪戍是那么的遥远。,白雪关山远
诸先帝陵寝松柏蒙受胡尘而使人悲哀。,五陵松柏使人哀
江水流到兴安时水最清澈，青山倒映在水中，就像是在水中生长出来的。,江到兴安水最清，青山簇簇水中生。
其在绿字之上长满了美丽的苔藓。,绿字锦苔生
忧愁的看着水中自己纤瘦的身影。,瘦影自临春水照
我客游在外，行事尽量迅速。,客心争日月
你最近已经懂得按律写诗。,觅句新知律
为什么朱仙镇大捷之后，岳将军就再没能打胜仗、高奏凯歌了呢？,如何一别朱仙镇，不见将军奏凯歌。
黄昏中一弯明净的宛溪环绕楼阁。,晚楼明宛水
吹笙的声音如隔着彩霞从天而来。,凤吹声如隔彩霞
风云叱咤进入关中之地。,叱咤入关中
沿途看到古树的老根缠连着石头，仿佛是天生的，湍急清澈的泉水冲走水面上的浮土。,古树老连石
你千万不要到临邛那里去。,莫向临邛去
只能栽于这沙漠之中。,留向碛中栽
隔窗听风声乱撼着窗前的丛竹。,隔牖风惊竹
春风卷着漫天大雪，飘来飘去，落得到处都是。,飞雪带春风，徘徊乱绕空。
少年衣服上的香味飘散在路上。,衣香满路飘
你有白足和尚昙始的气质。,白足傲履袜
天上的银河夜里还在潺潺，飘荡着闪闪群星。,天河夜转漂回星
座上客人爱听管瞥不愿离去。,诸客爱之听未足
禁城宫阙春色拂晓苍苍。,禁城春色晓苍苍
更有春色从沙海那边归来。,更复春从沙际归
小儿子敲打着针作一只鱼钩。,稚子敲针作钓钩
那里最适合你这样才比谢灵运的人。,偏宜谢客才
十年之前我们曾经分别。,十年曾一别
吴宫又遭焚荡，这一次更惨，烧了个雏尽巢空。,吴宫又焚荡，雏尽巢亦空。
眼前这难以比拟的壮丽景色想来与蓬莱相同。,壮观绝致遥应同
那哪里能像这样清澈见底？,见底何如此
山顶上华清宫千重门依次打开。,山顶千门次第开
白鹭忽然飞到水稻田上来。,白鹭忽飞来
像一匹干瘦的马，以败草为食。,瘦马秣败草
石阶前小草沾了泥并不脏乱。,阶前短草泥不乱
舍弃了汴梁巍峨的宫阙。,汴城宫阙远嵯峨
绝远之地尽苍茫更是人烟何所有。,绝域苍茫更何有
初春的严寒里，十天来我未曾走出家门。,十日春寒不出门
现在要去哪里？,今朝发何处
这个地方风景壮阔美丽，只可画成画障，挂在贵富人家的厅堂里供他们欣赏。,此地唯堪画图障，华堂张与贵人看。
韩公碑文倘不能昭示百代，宪宗的帝业，又怎得与三皇五帝遥相承继！,公之斯文不示后，曷与三五相攀追。
船桨划在满是白苹的水面上，我归来已晚，只看到秋日岸边的芦絮像霜一样。,白蘋满棹归来晚，秋著芦花两岸霜。
至今三年犹存昙香。,至今三载闻余香
立誓归隐辞官而去。,誓将挂冠去
趁着月色我吹着萧在石湖上游玩 。,弄月吹箫过石湖
壮丽而深邃的宅第大门层层洞开。,夹道开洞门
只要有重回长安的机会。,但令归有日
我多病的身躯经受不住幽冷的侵袭。,病骨伤幽素
忽然不见了他们的踪影。,忽然随风飘
想起尊亲来便不禁双泪直淋。,两行清泪为思亲
秦代的那座古墓成了长满野草的山岭，可它那幽暗的地宫，却是豪华壮丽的宫殿。,古墓成苍岭，幽宫象紫台。
如今年岁渐长，自己怀有满腔抱负却都未实现，空剩自怜。,甲子今重数，生涯只自怜。
离开这好去到自由的人家。,好去到人间
天大亮的时候皇帝的车驾发往行宫。,平明大驾发行宫
还有紫宫夫人的绝世嗓音。,紫宫夫人绝世歌
发髻梳理完毕，还要对镜反复端详。,云髻罢梳还对镜
回头看妻子和孩子哪还有一点的忧伤。,却看妻子愁何在
一支初绽的紫薇在在秋露里迎接晨光。,晓迎秋露一枝新
清净佛理完全领悟。,净理了可悟
众人害怕你，不与你同心同德，为什么会和你做伴？,众骇遽以离心兮，又何以为此伴也？
有经世之才而无主依托开始倾慕您。,霸才无主始怜君
这上天赐给我们的瑞雪正好在除夕之夜到来，兆示着来年的丰收。,嘉瑞天教及岁除
更美的是：江边沙洲旁一双白皙的双脚在清澈的水中嬉戏，哈，原来是一位浣纱的妙龄女郎。,浦边清水明素足，别有浣沙吴女郎。
想必思念故人会使得妻子为之蹙眉吧。,想像嚬青蛾
拥抱白日在西帘下待到破晓。,抱日西帘晓
就一起携手游览仙山琼阁。,相携上清都
花费了多少人力和财力。,鬼役天才千万古
夜空中月光皎洁，群星稀廖。,高悬列宿稀
落日将没于岘山之西。,落日欲没岘山西
如今山阳的绿竹又再次繁盛。,绿竹忽再荣
可以被杀却不可以苟且安生。,可杀不可苟
当着窗扉能看到南山的远影。,南山当户牖
京城哪里有可以栖息的花枝？,凤城何处有花枝
东乡交租稍延误。,车毂陷泥泽
又缘愁而更伤自己的日益衰老。,更觉老随人
定会出门笑脸相迎。,出户笑相迎
树上的花瓣纷纷飘落，新叶长出还尚未形成树阴。,树头花落未成阴
河水冲激着巨大的冰块，波翻浪涌，放眼远望，象起伏的山岭，高接西天。,群冰从西下，极目高崒兀。
你这郑国的游人不能返家。,郑国游人未及家
诗文竟致横祸，劝君封笔隐名。,休将文字占时名
献赋十年至今仍未得恩遇。,献赋十年犹未遇
辜情已败露，无法幽会，暂时停止靠凤纸传达相思。,收将凤纸写相思
晚上怀情而去，这时夜深人静，月华如水，早上含笑而归，像朝云一样美丽。,怀情入夜月，含笑出朝云。
城楼上守城的将士被寒风吹得连耳朵都要掉了一样。,城上健儿吹落耳
风雨萧萧的夜晚。,萧萧风雨夜
眼望破碎的山河呵，常令人心中不安频频搔首。,山河兴废供搔首
剧毒角龙抖动蛇身花纹，张开大嘴如血口大盘，狻猊以虎豹为餐。,毒虬相视振金环
在芦花丛中，深泽之滨。,芦花深泽静垂纶
这场景让人一看就不免黯然惆怅。,一望黯消魂
驿骑疾驰有如流星一般。,驿骑如星流
清晨出去郊游顿觉精神欢愉。,出郊旷清曙
人生短暂古往今来终归如此。,古往今来只如此
今日一定要一醉方休，即使醉倒在战场上又何妨。,醉卧沙场君莫笑
锦囊虽然很香但是还少了佩兰这味香料。,锦里芬芳少佩兰
在俯江亭上坐着的是谁。,俯江亭上何人坐
从上清仙境谪落此地迟迟未得回还。,上清沦谪得归迟
只有精忠才能报答祖国，如今祖国正遭外侮。,只有精忠能报国
徘徊不定不知该归依何方。,徙倚欲何依
